state,Provider_Name,city,mortality,year
TX,FRESENIUS KIDNEY CARE BEAUMONT,BEAUMONT,10.44776119,2022
TX,FRESENIUS MEDICAL CARE GRAHAM,GRAHAM,19.04761905,2022
TX,LIBERTY DIALYSIS IRVING,IRVING,12.65822785,2022
TX,WEST OAKS DIALYSIS CENTER,HOUSTON,11.42857143,2022
TX,GEORGETOWN DIALYSIS,GEORGETOWN,11.94029851,2022
TX,AQUA DIALYSIS FRANK AVENUE LLC,LUFKIN,8.510638298,2022
TX,AQUA DIALYSIS SAN AUGUSTINE LLC,SAN AUGUSTINE,23.33333333,2022
TX,SUGAR LAND HOME TRAINING,SUGAR LAND,5.263157895,2022
TX,RIDGECREST DIALYSIS,EL PASO,16.39344262,2022
TX,AMERICAS DIALYSIS,EL PASO,12.14953271,2022
TX,WEST POINT DIALYSIS,HOUSTON,12.82051282,2022
TX,RENAL CENTER OF PLANO LLC,PLANO,14.63414634,2022
TX,SPRING CREEK DIALYSIS,VICTORIA,13.84615385,2022
TX,USRC WESTOVER HILLS DIALYSIS,SAN ANTONIO,2.564102564,2022
TX,"FRESENIUS MEDICAL CARE SUGARLAND, LLC",SUGAR LAND,18.57142857,2022
TX,HUMBLE DIALYSIS,HUMBLE,12.5,2022
TX,U S RENAL CARE SOUTH EL PASO DIALYSIS,SOCORRO,1.923076923,2022
TX,LIBERTY DIALYSIS LAKE LEWIVILLE,CORINTH,7.142857143,2022
TX,WYLIE DIALYSIS,WYLIE,7.575757576,2022
TX,FRESENIUS MEDICAL CARE OF BURLESON,FORT WORTH,12.8440367,2022
TX,BLUEBONNET DIALYSIS,AUSTIN,13.58024691,2022
TX,US RENAL CARE TARRANT DIALYSIS EAST FORT WORTH,FORT WORTH,13.28125,2022
TX,FRESENIUS KIDNEY CARE LAMAR COUNTY DIALYSIS,PARIS,22.93577982,2022
TX,SEGUIN DIALYSIS,SEGUIN,10.09174312,2022
TX,WESTOVER DIALYSIS,SAN ANTONIO,13.55932203,2022
TX,FRESENIUS MEDICAL CARE  SOUTH PRICE,BROWNSVILLE,15.41666667,2022
TX,FRESENIUS KIDNEY CARE NORTH SHEPHERD,HOUSTON,3.773584906,2022
TX,"AQUA DIALYSIS LEAGUE CITY, LLC",LEAGUE CITY,17.39130435,2022
TX,US RENAL CARE TEXAS CITY DIALYSIS,TEXAS CITY,12.5,2022
TX,VILLAGE DIALYSIS,ROSENBERG,11.11111111,2022
TX,FRESENIUS KIDNEY CARE CLUTCH CITY,HOUSTON,8.256880734,2022
TX,NORTH CONROE DIALYSIS,CONROE,13.88888889,2022
TX,US RENAL CARE SAN ANTONIO HOME THERAPIES,SAN ANTONIO,9.090909091,2022
TX,SAN ANGELO DIALYSIS,SAN ANGELO,15.90909091,2022
TX,HIGHLAND VILLAGE DIALYSIS,HIGHLAND VILLAGE,0,2022
TX,JENSEN DIALYSIS,HOUSTON,9.230769231,2022
TX,FRESENIUS MEDICAL CARE ABILENE LONE STAR,ABILENE,11.2244898,2022
TX,CENTRAL FORT WORTH DIALYSIS,FORT WORTH,10.88435374,2022
TX,FRESENIUS MEDICAL CARE CHISHOLM TRAIL,GEORGETOWN,16.43835616,2022
TX,NORTH ARLINGTON DIALYSIS,ARLINGTON,12.14953271,2022
TX,BALCH SPRINGS DIALYSIS,BALCH SPRINGS,20.2247191,2022
TX,TEXAS CITY PD,LA MARQUE,0,2022
TX,ALLEN DIALYSIS,ALLEN,16,2022
TX,HOUSTON GALLERIA DIALYSIS,HOUSTON,8.791208791,2022
TX,NORTH FORT WORTH DIALYSIS,FORT WORTH,6.666666667,2022
TX,RENAL CENTER OF NORTH DALLAS,DALLAS,13.33333333,2022
TX,WEST BELLFORT DIALYSIS,RICHMOND,10.38961039,2022
TX,HORIZON DIALYSIS,HOUSTON,10.56338028,2022
TX,SATELLITE HEALTHCARE SOUTH AUSTIN,AUSTIN,11.95652174,2022
TX,US RENAL CARE PLANO DIALYSIS,PLANO,10.16949153,2022
TX,US RENAL CARE TARRANT DIALYSIS BRYANT IRVIN,FORT WORTH,12.76595745,2022
TX,CROSSTIMBERS DIALYSIS,HOUSTON,16.07142857,2022
TX,US RENAL CARE  PREMIER DIALYSIS RICHARDSON,RICHARDSON,10,2022
TX,RENAL CENTER OF KELLER LLC,FORT WORTH,20.75471698,2022
TX,US RENAL CARE SOUTH SAN ANTONO DIALYSIS,SAN ANTONIO,13.58024691,2022
TX,US RENAL CARE TARRANT DIALYSIS KELLER,FORT WORTH,5.555555556,2022
TX,LIBERTY DIALYSIS- HUNTSVILLE,HUNTSVILLE,19.23076923,2022
TX,COLLEGE PARK DIALYSIS,THE WOODLANDS,19.82758621,2022
TX,COMPLETE DIALYSIS CARE LLC,ODESSA,9.558823529,2022
TX,EASTCHASE DIALYSIS CENTER,FORT WORTH,13.95348837,2022
TX,US RENAL CARE PREMIER DIALYSIS WYLIE,WYLIE,16.66666667,2022
TX,"BLALOCK DIALYSIS CENTER, INC",HOUSTON,5.555555556,2022
TX,PREMIER  DIALYSIS CHARLTON,DALLAS,16.66666667,2022
TX,FRESENIUS MEDICAL CARE TEXAS MEDICAL CENTER HOME,HOUSTON,9.302325581,2022
TX,US RENAL CARE NORTH DALLAS DIALYSIS,DALLAS,10.46511628,2022
TX,VICTORY LAKES DIALYSIS,DICKINSON,14.63414634,2022
TX,WHARTON DIALYSIS CARE,WHARTON,18.60465116,2022
TX,ACE DIALYSIS,HUMBLE,6.172839506,2022
TX,US RENAL CARE PREMIER DIALYSIS MANSFIELD,MANSFIELD,11.88811189,2022
TX,GREATWOOD DIALYSIS,SUGAR LAND,8.450704225,2022
TX,LA CENTRAL DIALYSIS,LAREDO,19.67213115,2022
TX,FRESENIUS MEDICAL CARE BAYTOWN NORTH,BAYTOWN,6.060606061,2022
TX,FORT WORTH SAGINAW DIALYSIS,SAGINAW,7.894736842,2022
TX,FRESENIUS MEDICAL CARE WACO LAKESHORE,WACO,17.85714286,2022
TX,DIALYSPA VINTAGE PARK,HOUSTON,9.615384615,2022
TX,GREEN OAK DIALYSIS,KINGWOOD,13.41463415,2022
TX,DIALYSPA THE WOODLANDS,OAK RIDGE,11.47540984,2022
TX,FRESENIUS MEDICAL CARE HARKER HEIGHTS,HARKER HEIGHTS,6.153846154,2022
TX,PINE PARK DIALYSIS,PASADENA,16.90140845,2022
TX,"EL PASO PERITONEAL  DIALYSIS, LLC",EL PASO,8.620689655,2022
TX,RIVERSTONE DIALYSIS,MISSOURI CITY,10.38961039,2022
TX,DIALYSIS CARE OF WEATHERFORD,WEATHERFORD,21.73913044,2022
TX,TREASURE HILLS DIALYSIS,HARLINGEN,12.12121212,2022
TX,SATELLITE WELLBOUND SOUTH AUSTIN,AUSTIN,9.782608696,2022
TX,CLOVERLEAF DIALYSIS,HOUSTON,9.333333333,2022
TX,FRESENIUS MEDICAL CARE KATY,KATY,9.782608696,2022
TX,FRESENIUS MEDICAL CARE RIVER VALLEY CLINIC,PHARR,8.333333333,2022
TX,FRESENIUS KIDNEY CARE SOUTH DENTON,DENTON,19.1011236,2022
TX,FORT BROWN DIALYSIS,BROWNSVILLE,14.11764706,2022
TX,REGIONAL DIALYSIS CENTER OF LANCASTER LLC,LANCASTER,9.160305344,2022
TX,SOUTH SHORE ANNEX DIALYSIS,WEBSTER,8.108108108,2022
TX,ROUND ROCK DIALYSIS,ROUND ROCK,6.12244898,2022
TX,JERSEY VILLAGE DIALYSIS,HOUSTON,8.108108108,2022
TX,DENVER HARBOR DIALYSIS,HOUSTON,7.142857143,2022
TX,FRESENIUS MEDICAL CARE WEST PEARLAND,PEARLAND,6.779661017,2022
TX,IRVING DIALYSIS,IRVING,12.61261261,2022
TX,CYPRESS FAIRFIELD DIALYSIS,CYPRESS,6.666666667,2022
TX,WEST HOUSTON HOME DIALYSIS,HOUSTON,11.62790698,2022
TX,KELLER DIALYSIS,FORT WORTH,18.51851852,2022
TX,DIALYSIS CARE OF GRAND PRAIRIE,GRAND PRAIRIE,19.51219512,2022
TX,SOUTHEAST FORT WORTH DIALYSIS,FORT WORTH,19.51219512,2022
TX,DESOTO REGIONAL DIALYSIS CENTER LLC,DESOTO,11.4893617,2022
TX,WOODLANDS HOME THERAPIES,SHENANDOAH,9.090909091,2022
TX,REGIONAL DIALYSIS CENTER OF MESQUITE LLC,MESQUITE,9.956709957,2022
TX,CARROLLTON REGIONAL DIALYSIS CENTER LLC,CARROLLTON,9.473684211,2022
TX,FRESENIUS KIDNEY CARE SOUTH LEWISVILLE,LEWISVILLE,11.42857143,2022
TX,CORYELL DIALYSIS,GATESVILLE,18.18181818,2022
TX,HULEN DIALYSIS,FORT WORTH,16.07142857,2022
TX,GRANTS LAKE DIALYSIS,SUGAR LAND,22.91666667,2022
TX,US RENAL CARE EAST PLANO DIALYSIS,PLANO,5,2022
TX,DIALYZE DIRECT SUGARLAND,SUGAR LAND,30.52631579,2022
TX,VINTAGE DIALYSIS,HOUSTON,9.90990991,2022
TX,TANNER DIALYSIS,HOUSTON,11.76470588,2022
TX,SPRINGWOODS DIALYSIS,SPRING,15.6626506,2022
TX,HEIGHTS DIALYSIS,HOUSTON,5.747126437,2022
TX,MCKINNEY ON 380 DIALYSIS,MCKINNEY,12.5,2022
TX,BELLAIRE DIALYSIS,SUGAR LAND,17.39130435,2022
TX,"RENAL CENTER OF FLOWER MOUND, LLC",FLOWER MOUND,9.574468085,2022
TX,CLEAR CREEK DIALYSIS,HEMPSTEAD,12.5,2022
TX,US RENAL CARE STADIUM HOME DIALYSIS,HOUSTON,7.692307692,2022
TX,WEST ARLINGTON DIALYSIS,ARLINGTON,10.86956522,2022
TX,FRESENIUS KIDNEY CARE CAPROCK,LUBBOCK,12.98701299,2022
TX,US RENAL CARE MEDICAL CENTER DIALYSIS,SAN ANTONIO,5.882352941,2022
TX,"SNG - COLUMBIA SQUARE DIALYSIS CENTER, LP",SAN ANTONIO,15.15151515,2022
TX,PLANO ON CUSTER DIALYSIS,PLANO,10.25641026,2022
TX,MONTANA VISTA  DIALYSIS,EL PASO,18.12865497,2022
TX,FRESENIUS MEDICAL CARE LOCKHART,LOCKHART,8.888888889,2022
TX,LOCKHART DIALYSIS,LOCKHART,15.87301587,2022
TX,FRESENIUS MEDICAL CARE KYLE,KYLE,12.90322581,2022
TX,FRESENIUS MEDICAL CARE-EAST BASTROP,BASTROP,10.75268817,2022
TX,VIVIFY DIALYSIS,ODESSA,16.12903226,2022
TX,US RENAL CARE NORTH LUBBOCK DIALYSIS,LUBBOCK,8.888888889,2022
TX,BALCONES DIALYSIS,AUSTIN,10.34482759,2022
TX,US RENAL CARE NORTH EL PASO DIALYSIS,EL PASO,4.651162791,2022
TX,BAYMONT DIALYSIS,BAYTOWN,12,2022
TX,PLANO TOLLWAY DIALYSIS,PLANO,13.95348837,2022
TX,DIAMOND DIALYSIS,MISSOURI CITY,12.85714286,2022
TX,"INNOVATIVE DIALYSIS SOLUTIONS AT HOME, PLCC",BULVERDE,0,2022
TX,US RENAL CARE PREMIER DIALYSIS GASTON AVENUE,DALLAS,7.01754386,2022
TX,KESSLER PARK REGIONAL DIALYSIS CENTER,DALLAS,6.194690266,2022
TX,US RENAL CARE WEST UNIVERSITY DIALYSIS,HOUSTON,5.797101449,2022
TX,SOUTHFIELD DIALYSIS,PEARLAND,12,2022
TX,FRESENIUS KIDNEY CARE SAN ANGELO,SAN ANGELO,15.50387597,2022
TX,FRESENIUS MEDICAL CARE EL PASO WEST,EL PASO,12.30769231,2022
TX,GRAPEVINE REGIONAL DIALYSIS CENTER,GRAPEVINE,8.888888889,2022
TX,FRESENIUS MEDICAL CARE FRISCO,FRISCO,10.20408163,2022
TX,FRESENIUS KIDNEY CARE ROLLING PLAINS,SWEETWATER,10.14492754,2022
TX,US RENAL CARE TARRANT DIALYSIS BURLESON,BURLESON,17.0212766,2022
TX,AVIAN DIALYSIS,HOUSTON,8.771929825,2022
TX,SOCORRO DIALYSIS,SOCORRO,8.421052632,2022
TX,DONNA DIALYSIS,DONNA,12.62135922,2022
TX,U.S. RENAL CARE GULFGATE KIDNEY CENTER,HOUSTON,8.181818182,2022
TX,FRESENIUS MEDICAL CARE NORTH EAST HOUSTON,HOUSTON,13.44537815,2022
TX,US RENAL CARE RICHARDSON DIALYSIS,RICHARDSON,12,2022
TX,FRESENIUS MEDICAL CARE KINGWOOD,HUMBLE,16.14906832,2022
TX,DAIRY ASHFORD DIALYSIS,HOUSTON,9.677419355,2022
TX,ZAPATA FALCON LAKE DIALYSIS,ZAPATA,28.26086957,2022
TX,FRESENIUS KIDNEY CARE NORTH FRISCO DIALYSIS CLINIC,FRISCO,7.5,2022
TX,WEIMAR DIALYSIS,WEIMAR,18.18181818,2022
TX,FRESENIUS KIDNEY CARE PEARLAND TOWN CENTER,PEARLAND,9.333333333,2022
TX,US RENAL CARE CHINATOWN DIALYSIS,HOUSTON,10.22727273,2022
TX,US RENAL CARE CHINATOWN HOME DIALYSIS,HOUSTON,8.695652174,2022
TX,US RENAL CARE CONWAY DIALYSIS,MISSION,13.08411215,2022
TX,INWOOD DIALYSIS,HOUSTON,6.896551724,2022
TX,GREEN OAKS DIALYSIS CENTER,ARLINGTON,8.108108108,2022
TX,US RENAL CARE SPACE CITY DIALYSIS LLC,PASADENA,2.197802198,2022
TX,US RENAL CARE PREMIER DIALYSIS,HOUSTON,13.58024691,2022
TX,CEDAR HILL DIALYSIS,CEDAR HILL,9.523809524,2022
TX,CITY CENTER DIALYSIS,HOUSTON,6.25,2022
TX,MASON DIALYSIS,KATY,5.769230769,2022
TX,FRESENIUS KIDNEY CARE PASADENA-CRENSHAW,PASADENA,16.12903226,2022
TX,FRESENIUS KIDNEY CARE SUGARLAND HOME,SUGAR LAND,9.821428571,2022
TX,US RENAL CARE ROWLETT DIALYSIS,ROWLETT,14.47368421,2022
TX,US RENAL CARE MEADOWS PLACE DIALYSIS,MISSOURI CITY,8.196721312,2022
TX,GARLAND SHILOH DIALYSIS,GARLAND,17.77777778,2022
TX,FRESENIUS MEDICAL CARE BEAMER,HOUSTON,13.2231405,2022
TX,US RENAL CARE CENTRAL SAN ANTONIO DIAL,SAN ANTONIO,14.28571429,2022
TX,FRESENIUS KIDNEY CARE WOODLAND WEST,MAGNOLIA,5.555555556,2022
TX,ASCARATE DIALYSIS,EL PASO,10.25641026,2022
TX,LEANDER DIALYSIS,LEANDER,22.3880597,2022
TX,MOUNTAIN PASS DIALYSIS,EL PASO,16.90140845,2022
TX,FRESENIUS KIDNEY CARE-ALAMO RANCH,SAN ANTONIO,8.527131783,2022
TX,FRESENIUS KIDNEY CARE MID-VALLEY,WESLACO,12.22222222,2022
TX,"FRESENIUS MEDICAL CARE LAREDO, LLC",LAREDO,3.703703704,2022
TX,LAREDO NORTH CREEK DIALYSIS,LAREDO,16.90140845,2022
TX,DIALYSPA SUGAR LAND,SUGAR LAND,20,2022
TX,DIALYSPA PEARLAND,PEARLAND,5.555555556,2022
TX,FRESENIUS KIDNEY CARE NORTHSIDE DIALYSIS,HOUSTON,5.309734513,2022
TX,FRESENIUS KIDNEY CARE CUMBERLAND,SAN ANTONIO,9.677419355,2022
TX,I DIALYSIS LLC,NACOGDOCHES,17.33333333,2022
TX,DIALYSPA BELLAIRE HOME,BELLAIRE,0,2022
TX,"DIAMOND DIALYSIS-STAFFORD, TEXAS LLC",STAFFORD,8.163265306,2022
TX,EL PASO ARA DIALYSIS CENTER,EL PASO,19.8019802,2022
TX,FRESENIUS KIDNEY CARE SPRING KLEIN,SPRING,14.14141414,2022
TX,PFLUGERVILLE DIALYSIS,PFLUGERVILLE,17.24137931,2022
TX,FRESENIUS KIDNEY CARE CRYSTAL CITY,CRYSTAL CITY,9.090909091,2022
TX,FRESENIUS KIDNEY CARE WOODLANDS PARK,SPRING,6.666666667,2022
TX,FRESENIUS MEDICAL CARE GALVESTON,GALVESTON,14.63414634,2022
TX,"SWEENY DIALYSIS CARE, LLP",SWEENY,4.761904762,2022
TX,FRESENIUS KIDNEY CARE RENNER ROAD,RICHARDSON,7.317073171,2022
TX,ATASCOCITA DIALYSIS,HUMBLE,14.92537313,2022
TX,BARKER CYPRESS DIALYSIS,CYPRESS,9.756097561,2022
TX,FRESENIUS KIDNEY CARE NEW CANEY,NEW CANEY,9.433962264,2022
TX,FREEDOM DIALYSIS INC,MISSOURI CITY,11.42857143,2022
TX,LAMARQUE DIALYSIS,TEXAS CITY,14.86486487,2022
FL,US RENAL CARE VIERA DIALYSIS,VIERA,12.65822785,2022
FL,CAPE CORAL NORTH DIALYSIS,CAPE CORAL,19.29824561,2022
FL,FRESENIUS MEDICAL CARE LAKE CLARKE SHORES DIALYSIS,WEST PALM BEACH,13.33333333,2022
FL,FRESENIUS MEDICAL CARE NORTH SARASOTA,UNIVERISTY PARK,24.09638554,2022
FL,FRESENIUS MEDICAL CARE PANAMA CITY,PANAMA CITY,13.63636364,2022
FL,AMERICARE RENAL CENTER LLC,MIAMI,20,2022
FL,SOUTH DADE KIDNEY CENTER,CUTLER BAY,14.81481482,2022
FL,RENAL CAREPARTNERS OF WEST PALM BEACH LLC,WEST PALM BEACH,15.71428571,2022
FL,MIAMI REGIONAL DIALYSIS CENTER WEST LLC,MIAMI GARDENS,13.18681319,2022
FL,LAKES DIALYSIS CENTER INC,MIAMI LAKES,23.15789474,2022
FL,RENOVATION OF LIFE DAILYSIS,MIAMI LAKES,14.28571429,2022
FL,NEW START DIALYSIS CENTER INC,NORTH MIAMI,15.38461539,2022
FL,BIG LAKE KIDNEY CENTER LLC,OKEECHOBEE,16.12903226,2022
FL,MEMORIAL PLAZA DIALYSIS,JACKSONVILLE,17.69911504,2022
FL,LAKE VISTA DIALYSIS,LAKELAND,12.75167785,2022
FL,FRESENIUS MEDICAL CARE CLERMONT EAST,CLERMONT,11.11111111,2022
FL,PLANTATION DIALYSIS,ELLENTON,15.71428571,2022
FL,CARROLLWOOD DIALYSIS,TAMPA,8.653846154,2022
FL,SOUTH FLORIDA DIALYSIS CENTER CORP,MIAMI LAKES,28.04232804,2022
FL,ST PETERSBURG KIDNEY CENTER,SAINT PETERSBURG,10.4,2022
FL,CROWN DIALYSIS CENTER OF PALM BEACH LLC,BOCA RATON,6.12244898,2022
FL,FRESENIUS KIDNEY CARE ST PETERSBURG,SAINT PETERSBURG,5.769230769,2022
FL,JACKSONVILLE ARLINGTON DIALYSIS,JACKSONVILLE,12.04819277,2022
FL,DORAL KIDNEY CENTER,DORAL,14.81481482,2022
FL,DONATE MEDICAL CENTER INC,MIAMI,14.58333333,2022
FL,DOWNTOWN PENSACOLA DIALYSIS,PENSACOLA,7.547169811,2022
FL,SILVER SPRINGS SHORES DIALYSIS,OCALA,19.04761905,2022
FL,GAINESVILLE HOME DIALYSIS,GAINESVILLE,21.05263158,2022
FL,PALATKA DIALYSIS,PALATKA,12.94117647,2022
FL,FRESENIUS MEDICAL CARE BREVARD HOME THERAPIES,MELBOURNE,13.04347826,2022
FL,HOME OPTIONS OF PENSACOLA,PENSACOLA,14.28571429,2022
FL,LAUDERHILL DIALYSIS,LAUDERDALE LAKES,10.25641026,2022
FL,PROFESSIONAL DIALYSIS CENTER LLC,PEMBROKE PINES,12.5,2022
FL,FRESENIUS MEDICAL CARE DORAL,DORAL,13.69863014,2022
FL,KISSIMMEE HOME TRAINING,KISSIMMEE,13.69863014,2022
FL,"COASTAL DIALYSIS CENTER, LLC",JUPITER,7.843137255,2022
FL,DEERFIELD BEACH DIALYSIS,DEERFIELD BEACH,20,2022
FL,GREENACRES DIALYSIS CENTER LLC,GREENACRES,10.25641026,2022
FL,FORT MYERS KIDNEY CARE CENTER,FORT MYERS,21.68674699,2022
FL,PLANTATION HOME TRAINING,PLANTATION,13.43283582,2022
FL,JOHNSON DIALYSIS CENTER OF DAVIE FLORIDA LLC,PEMBROKE PINES,10,2022
FL,ARA ARLINGTON DIALYSIS CENTER LLC,JACKSONVILLE,18.75,2022
FL,ULTIMATE CARE DIALYSIS CENTER LLC,MIAMI,16.07142857,2022
FL,KIDNEY KARE OF JACKSONVILLE INC,JACKSONVILLE,16.12903226,2022
FL,FRESENIUS MEDICAL CARE GULF BREEZE,GULF BREEZE,16.66666667,2022
FL,OVIEDO DIALYSIS,OVIEDO,11.26760563,2022
FL,OCOEE HOME TRAINING,OCOEE,5.454545455,2022
FL,FRESENIUS MEDICAL CARE WEST JACKSONVILLE,JACKSONVILLE,10.28037383,2022
FL,WINTER HAVEN SOUTH DIALYSIS,WINTER HAVEN,12.94117647,2022
FL,DCI UNIVERSITY OF FLORIDA HOME PROGRAM,GAINESVILLE,11.11111111,2022
FL,HOLLYWOOD DIALYSIS LLC DBA FRESENIUS KIDNEY CARE H,HOLLYWOOD,6.481481482,2022
FL,GOLDEN GLADES DIALYSIS,MIAMI GARDENS,8.26446281,2022
FL,SOUTH FLORIDA HOME THERAPIES,SUNRISE,4,2022
FL,FRESENIUS MEDICAL CARE WAUCHULA,WAUCHULA,11.42857143,2022
FL,BEACH BOULEVARD DIALYSIS,JACKSONVILLE,21.42857143,2022
FL,ST AUGUSTINE HOME TRAINING,SAINT AUGUSTINE,13.33333333,2022
FL,ST PETERSBURG KIDNEY CENTER SOUTH LLC,SAINT PETERSBURG,12.21374046,2022
FL,BUENA VENTURA LAKES DIALYSIS,KISSIMMEE,15.12605042,2022
FL,KEYS GATE DIALYSIS,HOMESTEAD,6.779661017,2022
FL,FRESENIUS MEDICAL CARE SPACE COAST,ROCKLEDGE,12.60504202,2022
FL,DUNN AVENUE DIALYSIS,JACKSONVILLE,10.52631579,2022
FL,LAKE MARY DIALYSIS,LAKE MARY,8.396946565,2022
FL,COLUMBIA COUNTY DIALYSIS,LAKE CITY,8.888888889,2022
FL,FRESENIUS MEDICAL CARE OF PALM BAY,PALM BAY,13.47517731,2022
FL,FRESENIUS MEDICAL CARE NICEVILLE,NICEVILLE,20.98765432,2022
FL,CLAY COUNTY DIALYSIS,MIDDLEBURG,10,2022
FL,OCALA WEST HOME TRAINING,OCALA,19.78021978,2022
FL,MANASOTA DIALYSIS,SARASOTA,17.43119266,2022
FL,FMC SARASOTA COASTAL DIALYSIS CENTER,SARASOTA,14.63414634,2022
FL,WEST BOYNTON DIALYSIS,BOYNTON BEACH,10.98901099,2022
FL,FLORIDA DIALYSIS CENTER OF CELEBRATION LLC,KISSIMMEE,8.75,2022
FL,FRESENIUS MEDICAL CARE PORT CHARLOTTE,PORT CHARLOTTE,11.96581197,2022
FL,LYNN HAVEN DIALYSIS,LYNN HAVEN,11.70212766,2022
FL,FLORIDA DIALYSIS CENTER OF HAINES CITY LLC,DAVENPORT,10,2022
FL,MARTIN LUTHER KING RENAL INSTITUTE LLC,MIAMI,7.070707071,2022
FL,FRESENIUS MEDICAL CARE LAKE CITY WEST,LAKE CITY,16.54135338,2022
FL,JUPITER DIALYSIS,JUPITER,25,2022
FL,US RENAL CARE LUTZ DIALYSIS,TAMPA,15.38461539,2022
FL,DIALYZE DIRECT FL LLC,BOCA RATON,25.3164557,2022
FL,US RENAL CARE BOYNTON BEACH DIALYSIS,BOYNTON BEACH,10.44776119,2022
FL,UNITED DIALYSIS CENTER INC,POMPANO BEACH,14.63414634,2022
FL,CENTRAL FLORIDA KIDNEY CENTERS INC,ORLANDO,17.6,2022
FL,GAINESVILLE NEWBERRY DIALYSIS,GAINESVILLE,17.39130435,2022
FL,FRESENIUS MEDICAL CARE CORAL GABLES,MIAMI,1.724137931,2022
FL,TAMPA BAY DIALYSIS,TAMPA,15.38461539,2022
FL,CAPE CORAL HOME TRAINING,CAPE CORAL,10.90909091,2022
FL,KENNEDY BOULEVARD DIALYSIS,TAMPA,11.11111111,2022
FL,FIRST PREVENTION & DIALYSIS CENTER LLC,MIAMI GARDENS,9.259259259,2022
FL,LAND O LAKES DIALYSIS,LAND O LAKES,20.32520325,2022
FL,FRESENIUS KIDNEY CARE MAITLAND,ORLANDO,12.82051282,2022
FL,FRESENIUS KIDNEY CARE WINTER GARDEN,WINTER GARDEN,10,2022
FL,EAST TALLAHASSEE HOME TRAINING,TALLAHASSEE,8.333333333,2022
FL,HOME DIALYSIS SERVICES NORTH TAMPA LLC,BROOKSVILLE,3.448275862,2022
FL,FRESENIUS MEDICAL CARE AUBURNDALE,AUBURNDALE,14.81481482,2022
FL,FRESENIUS MEDICAL CARE OCEAN SOUND DIALYSIS,HOMESTEAD,4.938271605,2022
FL,FRESENIUS MEDICAL CARE LAKE CITY HOME,LAKE CITY,19.44444444,2022
FL,NULIFE DIALYSIS INC,OPA LOCKA,20.93023256,2022
FL,FRESENIUS MEDICAL CARE TROUT RIVER DIALYSIS,JACKSONVILLE,11.65048544,2022
FL,PALM COAST HOME TRAINING,PALM COAST,15.55555556,2022
FL,APOLLO RENAL CENTER MIAMI LLC,MIAMI,17.80821918,2022
FL,LAKE SEMINOLE DIALYSIS,SEMINOLE,9.523809524,2022
FL,ARA COLLINS ROAD DIALYSIS CENTER,JACKSONVILLE,16.66666667,2022
FL,FRESENIUS KIDNEY CARE ORANGE PARK NORTH,ORANGE PARK,7.692307692,2022
FL,OSLO DIALYSIS,VERO BEACH,16.92307692,2022
FL,BAYSHORE DIALYSIS INC,NORTH FORT MYERS,25,2022
FL,CLERMONT DIALYSIS CENTER LLC,CLERMONT,12.90322581,2022
FL,ORLANDO AIRPORT DIALYSIS,ORLANDO,13.27433628,2022
FL,RENVIVA DIALYSIS CENTER OF CLEARWATER LLC,CLEARWATER,35.29411765,2022
FL,DIALYSIS CARE CENTER LEESBURG LLC,LEESBURG,6.060606061,2022
FL,BROOKSVILLE DIALYSIS,BROOKSVILLE,11.76470588,2022
FL,HERNANDO HOME TRAINING,SPRING HILL,10.34482759,2022
FL,FRESENIUS KIDNEY CARE REGENCY DIALYSIS,JACKSONVILLE,14.42307692,2022
FL,FRESENIUS KIDNEY CARE VIP HOME DIALYSIS,DELRAY BEACH,8.333333333,2022
FL,FRESENIUS KIDNEY CARE AMELIA ISLAND DIALYSIS,FERNANDINA BEACH,23.1884058,2022
FL,FRESENIUS KIDNEY CARE WELLINGTON WEST,WELLINGTON,13.76146789,2022
FL,JACKSONVILLE WESTSIDE DIALYSIS,JACKSONVILLE,10.31746032,2022
FL,FRESENIUS KIDNEY CARE ST AUGUSTINE SOUTH,SAINT AUGUSTINE,11.66666667,2022
FL,TRINITY DIALYSIS,NEW PORT RICHEY,20,2022
FL,FALKENBURG DIALYSIS,RIVERVIEW,6.827309237,2022
FL,CAPE CORAL KIDNEY CENTER LLC,CAPE CORAL,20.3125,2022
FL,PORT ORANGE DIALYSIS,PORT ORANGE,8.737864078,2022
FL,WELLINGTON DIALYSIS,ROYAL PALM BEACH,14.28571429,2022
FL,FRESENIUS KIDNEY CARE PERRINE,MIAMI,18.03278689,2022
FL,SEBASTIAN DIALYSIS CENTER LLC,SEBASTIAN,18.42105263,2022
FL,FRESENIUS KIDNEY CARE TOWN AND COUNTRY,TAMPA,7.594936709,2022
FL,ALAFAYA DIALYSIS,ORLANDO,11.90476191,2022
FL,FRESENIUS KIDNEY CARE SOUTH ORLANDO,ORLANDO,20.37037037,2022
FL,FRESENIUS KIDNEY CARE CENTRAL PENSACOLA,PENSACOLA,10.16949153,2022
FL,BETHESDA DIALYSIS,BOYNTON BEACH,16,2022
FL,FRESENIUS KIDNEY CARE EAST FORT WALTON BEACH,FORT WALTON BEACH,22.97297297,2022
FL,FRESENIUS KIDNEY CARE CLERMONT WEST,GROVELAND,13.33333333,2022
FL,OAKLAND DIALYSIS CENTER LLC,FORT LAUDERDALE,3.225806452,2022
FL,TARPON SPRINGS DIALYSIS CENTER LLC,TARPON SPRINGS,11.32075472,2022
FL,WILDWOOD DIALYSIS,WILDWOOD,13.33333333,2022
